support_success,pattern,support_failure,ratio
24.0,"[68, 53, 0]",0.0,25.0
24.0,"[32, 53, 17]",0.0,25.0
24.0,"[17, 0, 18]",0.0,25.0
24.0,"[3, 34, 49]",0.0,25.0
24.0,"[70, 13, 4]",0.0,25.0
24.0,"[16, 32, 3]",0.0,25.0
24.0,"[32, 51, 0]",0.0,25.0
24.0,"[70, 13, 58]",0.0,25.0
24.0,"[20, 26, 55]",0.0,25.0
24.0,"[68, 32, 4]",0.0,25.0
24.0,"[16, 3, 70]",0.0,25.0
24.0,"[32, 42, 51]",0.0,25.0
24.0,"[70, 29, 3]",0.0,25.0
24.0,"[3, 4, 17]",0.0,25.0
24.0,"[34, 8, 55]",0.0,25.0
24.0,"[17, 35, 26]",0.0,25.0
24.0,"[48, 17, 20]",0.0,25.0
24.0,"[27, 18, 0]",0.0,25.0
24.0,"[43, 69, 3]",0.0,25.0
24.0,"[26, 69, 0]",0.0,25.0
24.0,"[8, 42, 33]",0.0,25.0
24.0,"[17, 6, 51]",0.0,25.0
24.0,"[4, 34, 29]",0.0,25.0
24.0,"[0, 26, 69]",0.0,25.0
24.0,"[63, 70]",0.0,25.0
24.0,"[4, 33, 17]",0.0,25.0
24.0,"[0, 3, 42]",0.0,25.0
24.0,"[4, 58, 0]",0.0,25.0
24.0,"[43, 49, 69]",0.0,25.0
24.0,"[4, 58, 17]",0.0,25.0
24.0,"[43, 3, 0]",0.0,25.0
24.0,"[43, 35, 55]",0.0,25.0
24.0,"[8, 42, 28]",0.0,25.0
24.0,"[4, 25, 17]",0.0,25.0
24.0,"[4, 58, 29]",0.0,25.0
24.0,"[4, 6, 17]",0.0,25.0
24.0,"[43, 13, 55]",0.0,25.0
24.0,"[0, 42, 17]",0.0,25.0
24.0,"[43, 20, 55]",0.0,25.0
24.0,"[0, 42, 29]",0.0,25.0
24.0,"[26, 54, 17]",0.0,25.0
24.0,"[14, 6, 42]",0.0,25.0
24.0,"[26, 54, 69]",0.0,25.0
24.0,"[8, 6, 32]",0.0,25.0
24.0,[63],0.0,25.0
24.0,"[0, 32, 0]",0.0,25.0
24.0,"[43, 35, 0]",0.0,25.0
24.0,"[25, 56, 17]",0.0,25.0
24.0,"[4, 54, 17]",0.0,25.0
24.0,"[8, 70, 3]",0.0,25.0
24.0,"[0, 18, 17]",0.0,25.0
24.0,"[14, 51, 3]",0.0,25.0
24.0,"[0, 17, 42]",0.0,25.0
24.0,"[8, 42, 54]",0.0,25.0
24.0,"[27, 3, 26]",0.0,25.0
24.0,"[12, 7, 26]",0.0,25.0
24.0,"[42, 3, 42]",0.0,25.0
24.0,"[25, 4, 69]",0.0,25.0
24.0,"[4, 35, 0]",0.0,25.0
24.0,"[4, 54, 69]",0.0,25.0
24.0,"[4, 69, 48]",0.0,25.0
23.0,"[69, 55, 20]",0.0,24.0
23.0,"[20, 56, 17]",0.0,24.0
23.0,"[56, 29, 27]",0.0,24.0
23.0,"[27, 26, 0]",0.0,24.0
23.0,"[69, 48, 51]",0.0,24.0
23.0,"[31, 27, 25]",0.0,24.0
23.0,"[67, 12, 17]",0.0,24.0
23.0,"[3, 26, 70]",0.0,24.0
23.0,"[3, 0, 55]",0.0,24.0
23.0,"[26, 55, 70]",0.0,24.0
23.0,"[69, 29, 63]",0.0,24.0
23.0,"[16, 69, 55]",0.0,24.0
23.0,"[27, 26, 29]",0.0,24.0
23.0,"[69, 26, 20]",0.0,24.0
23.0,"[16, 6, 20]",0.0,24.0
23.0,"[13, 43, 69]",0.0,24.0
23.0,"[69, 17, 63]",0.0,24.0
23.0,"[67, 12, 29]",0.0,24.0
23.0,"[3, 27, 54]",0.0,24.0
23.0,"[3, 0, 33]",0.0,24.0
23.0,"[43, 27, 3]",0.0,24.0
23.0,"[70, 63, 54]",0.0,24.0
23.0,"[43, 3, 48]",0.0,24.0
23.0,"[3, 17, 33]",0.0,24.0
23.0,"[35, 17, 33]",0.0,24.0
23.0,"[69, 42, 63]",0.0,24.0
23.0,"[16, 17, 3]",0.0,24.0
23.0,"[3, 20, 25]",0.0,24.0
23.0,"[16, 6, 55]",0.0,24.0
23.0,"[13, 43, 48]",0.0,24.0
23.0,"[32, 70, 7]",0.0,24.0
23.0,"[17, 42, 54]",0.0,24.0
23.0,"[69, 31, 20]",0.0,24.0
23.0,"[67, 10]",0.0,24.0
23.0,"[67, 12, 0]",0.0,24.0
23.0,"[14, 51, 14]",0.0,24.0
23.0,"[56, 17, 20]",0.0,24.0
23.0,"[0, 35, 51]",0.0,24.0
23.0,"[18, 56, 42]",0.0,24.0
23.0,"[16, 6, 37]",0.0,24.0
23.0,"[69, 55, 48]",0.0,24.0
23.0,"[70, 63, 17]",0.0,24.0
23.0,"[69, 51, 63]",0.0,24.0
23.0,"[4, 34, 69]",0.0,24.0
23.0,"[20, 55, 17]",0.0,24.0
23.0,"[0, 26, 0]",0.0,24.0
23.0,"[26, 69, 27]",0.0,24.0
23.0,"[69, 3, 32]",0.0,24.0
23.0,"[67, 10, 70]",0.0,24.0
23.0,"[67, 12, 48]",0.0,24.0
23.0,"[32, 6, 51]",0.0,24.0
23.0,"[32, 51, 33]",0.0,24.0
23.0,"[68, 33, 49]",0.0,24.0
23.0,"[13, 35, 51]",0.0,24.0
23.0,"[3, 35, 37]",0.0,24.0
23.0,"[12, 20, 3]",0.0,24.0
23.0,"[3, 35, 27]",0.0,24.0
23.0,"[9, 3, 48]",0.0,24.0
23.0,"[6, 42, 48]",0.0,24.0
23.0,"[69, 12, 63]",0.0,24.0
23.0,"[32, 51, 49]",0.0,24.0
23.0,"[32, 51, 54]",0.0,24.0
23.0,"[3, 34, 27]",0.0,24.0
23.0,"[70, 7, 20]",0.0,24.0
23.0,"[3, 34, 20]",0.0,24.0
23.0,"[3, 33, 55]",0.0,24.0
23.0,"[27, 69, 18]",0.0,24.0
23.0,"[31, 54, 69]",0.0,24.0
23.0,"[16, 0, 55]",0.0,24.0
23.0,"[70, 70, 63]",0.0,24.0
23.0,"[50, 0, 17]",0.0,24.0
23.0,"[8, 42, 6]",0.0,24.0
23.0,"[68, 32, 49]",0.0,24.0
23.0,"[58, 0, 49]",0.0,24.0
23.0,"[0, 69, 26]",0.0,24.0
23.0,"[58, 0, 55]",0.0,24.0
23.0,"[12, 25, 51]",0.0,24.0
23.0,"[58, 17, 25]",0.0,24.0
23.0,"[35, 48, 27]",0.0,24.0
23.0,"[58, 17, 28]",0.0,24.0
23.0,"[12, 26, 20]",0.0,24.0
23.0,"[63, 17, 70]",0.0,24.0
23.0,"[31, 20]",0.0,24.0
23.0,"[42, 26, 20]",0.0,24.0
23.0,"[50, 29, 17]",0.0,24.0
23.0,"[3, 33, 49]",0.0,24.0
23.0,"[16, 8, 3]",0.0,24.0
23.0,"[32, 6, 13]",0.0,24.0
23.0,"[42, 12, 55]",0.0,24.0
23.0,"[3, 29, 10]",0.0,24.0
23.0,"[17, 70, 18]",0.0,24.0
23.0,"[3, 29, 26]",0.0,24.0
23.0,"[27, 26, 69]",0.0,24.0
23.0,"[56, 49, 0]",0.0,24.0
23.0,"[68, 8, 49]",0.0,24.0
23.0,"[16, 3, 29]",0.0,24.0
23.0,"[3, 29, 42]",0.0,24.0
23.0,"[14, 58, 42]",0.0,24.0
23.0,"[35, 29, 49]",0.0,24.0
23.0,"[67, 12, 51]",0.0,24.0
23.0,"[68, 6, 69]",0.0,24.0
23.0,"[20, 58, 54]",0.0,24.0
23.0,"[68, 49, 70]",0.0,24.0
23.0,"[18, 42, 28]",0.0,24.0
23.0,"[27, 8, 54]",0.0,24.0
23.0,"[16, 8, 55]",0.0,24.0
23.0,"[12, 17, 14]",0.0,24.0
23.0,"[67, 12, 69]",0.0,24.0
23.0,"[0, 20, 55]",0.0,24.0
23.0,"[68, 53, 8]",0.0,24.0
23.0,"[68, 53, 49]",0.0,24.0
23.0,"[9, 3, 29]",0.0,24.0
23.0,"[3, 32, 17]",0.0,24.0
23.0,"[3, 32]",0.0,24.0
23.0,"[31, 35, 17]",0.0,24.0
23.0,"[3, 33, 20]",0.0,24.0
23.0,"[32, 53, 0]",0.0,24.0
23.0,"[55, 17, 70]",0.0,24.0
23.0,"[29, 7, 26]",0.0,24.0
23.0,"[69, 63, 54]",0.0,24.0
23.0,"[29, 29, 42]",0.0,24.0
23.0,"[7, 69, 69]",0.0,24.0
23.0,"[34, 26, 49]",0.0,24.0
23.0,"[34, 27, 7]",0.0,24.0
23.0,"[53, 25, 51]",0.0,24.0
23.0,"[14, 55, 17]",0.0,24.0
23.0,"[29, 29, 53]",0.0,24.0
23.0,"[34, 51, 17]",0.0,24.0
23.0,"[29, 26, 69]",0.0,24.0
23.0,"[4, 56, 29]",0.0,24.0
23.0,"[34, 3, 28]",0.0,24.0
23.0,"[70, 12, 14]",0.0,24.0
23.0,"[70, 12, 18]",0.0,24.0
23.0,"[27, 20, 27]",0.0,24.0
23.0,"[27, 20, 26]",0.0,24.0
23.0,"[34, 51, 48]",0.0,24.0
23.0,"[20, 35, 54]",0.0,24.0
23.0,"[0, 3, 32]",0.0,24.0
23.0,"[34, 17, 7]",0.0,24.0
23.0,"[7, 69, 0]",0.0,24.0
23.0,"[13, 7, 0]",0.0,24.0
23.0,"[16, 27, 55]",0.0,24.0
23.0,"[53, 32, 13]",0.0,24.0
23.0,"[7, 58, 29]",0.0,24.0
23.0,"[70, 42, 7]",0.0,24.0
23.0,"[27, 20, 55]",0.0,24.0
23.0,"[7, 58, 0]",0.0,24.0
23.0,"[32, 13, 29]",0.0,24.0
23.0,"[53, 35, 51]",0.0,24.0
23.0,"[7, 56, 29]",0.0,24.0
23.0,"[7, 56, 17]",0.0,24.0
23.0,"[6, 6, 35]",0.0,24.0
23.0,"[27, 17, 18]",0.0,24.0
23.0,"[6, 70, 51]",0.0,24.0
23.0,"[7, 54, 69]",0.0,24.0
23.0,"[31, 33, 17]",0.0,24.0
23.0,"[34, 34, 55]",0.0,24.0
23.0,"[70, 26, 20]",0.0,24.0
23.0,"[51, 63, 70]",0.0,24.0
23.0,"[34, 32, 7]",0.0,24.0
23.0,"[16, 3, 0]",0.0,24.0
23.0,"[6, 70, 13]",0.0,24.0
23.0,"[16, 3, 17]",0.0,24.0
23.0,"[34, 3, 54]",0.0,24.0
23.0,"[16, 3, 6]",0.0,24.0
23.0,"[4, 49, 29]",0.0,24.0
23.0,"[10, 32, 0]",0.0,24.0
23.0,"[29, 12, 69]",0.0,24.0
23.0,"[27, 18, 54]",0.0,24.0
23.0,"[70, 3, 26]",0.0,24.0
23.0,"[51, 63]",0.0,24.0
23.0,"[4, 49, 70]",0.0,24.0
23.0,"[31, 70, 20]",0.0,24.0
23.0,"[6, 69, 4]",0.0,24.0
23.0,"[29, 20, 55]",0.0,24.0
23.0,"[63, 70, 70]",0.0,24.0
23.0,"[31, 33, 25]",0.0,24.0
23.0,"[20, 26, 49]",0.0,24.0
23.0,"[27, 18, 27]",0.0,24.0
23.0,"[29, 26, 0]",0.0,24.0
23.0,"[70, 13, 26]",0.0,24.0
23.0,"[51, 70, 63]",0.0,24.0
23.0,"[51, 55, 48]",0.0,24.0
23.0,"[31, 33, 29]",0.0,24.0
23.0,"[51, 55, 20]",0.0,24.0
23.0,"[4, 55, 69]",0.0,24.0
23.0,"[20, 25, 18]",0.0,24.0
23.0,"[16, 27, 3]",0.0,24.0
23.0,"[14, 14, 51]",0.0,24.0
23.0,"[43, 58, 0]",0.0,24.0
23.0,"[0, 34, 42]",0.0,24.0
23.0,"[29, 63]",0.0,24.0
23.0,"[29, 63, 70]",0.0,24.0
23.0,"[69, 67, 6]",0.0,24.0
23.0,"[16, 54, 55]",0.0,24.0
23.0,"[54, 50, 69]",0.0,24.0
23.0,"[43, 3, 69]",0.0,24.0
23.0,"[43, 3, 6]",0.0,24.0
23.0,"[54, 3, 70]",0.0,24.0
23.0,"[51, 3, 42]",0.0,24.0
23.0,"[33, 32, 49]",0.0,24.0
23.0,"[70, 53, 3]",0.0,24.0
23.0,"[33, 33, 55]",0.0,24.0
23.0,"[54, 37, 50]",0.0,24.0
23.0,"[54, 35, 17]",0.0,24.0
23.0,"[17, 58, 56]",0.0,24.0
23.0,"[12, 69, 63]",0.0,24.0
23.0,"[16, 55, 69]",0.0,24.0
23.0,"[16, 55, 70]",0.0,24.0
23.0,"[67, 0, 70]",0.0,24.0
23.0,"[69, 67, 25]",0.0,24.0
23.0,"[69, 67, 20]",0.0,24.0
23.0,"[69, 67, 10]",0.0,24.0
23.0,"[13, 55, 48]",0.0,24.0
23.0,"[16, 56, 49]",0.0,24.0
23.0,"[35, 0, 54]",0.0,24.0
23.0,"[54, 69, 4]",0.0,24.0
23.0,"[54, 69, 55]",0.0,24.0
23.0,"[8, 7, 20]",0.0,24.0
23.0,"[29, 70, 51]",0.0,24.0
23.0,"[18, 6, 32]",0.0,24.0
23.0,"[33, 26, 49]",0.0,24.0
23.0,"[67, 0, 54]",0.0,24.0
23.0,"[29, 6, 51]",0.0,24.0
23.0,"[12, 63, 70]",0.0,24.0
23.0,"[31, 28, 17]",0.0,24.0
23.0,"[7, 34, 69]",0.0,24.0
23.0,"[17, 63]",0.0,24.0
23.0,"[13, 68, 4]",0.0,24.0
23.0,"[13, 68, 58]",0.0,24.0
23.0,"[31, 34, 17]",0.0,24.0
23.0,"[53, 55, 48]",0.0,24.0
23.0,"[53, 54, 13]",0.0,24.0
23.0,"[7, 0, 17]",0.0,24.0
23.0,"[70, 48, 51]",0.0,24.0
23.0,"[43, 51, 3]",0.0,24.0
23.0,"[12, 63]",0.0,24.0
23.0,"[34, 0, 7]",0.0,24.0
23.0,"[53, 48, 51]",0.0,24.0
23.0,"[31, 28, 29]",0.0,24.0
23.0,"[33, 8, 55]",0.0,24.0
23.0,"[4, 58, 48]",0.0,24.0
23.0,"[31, 34, 25]",0.0,24.0
23.0,"[31, 70, 69]",0.0,24.0
23.0,"[7, 29, 0]",0.0,24.0
23.0,"[31, 34, 29]",0.0,24.0
23.0,"[31, 34, 33]",0.0,24.0
23.0,"[7, 28, 0]",0.0,24.0
23.0,"[51, 31, 58]",0.0,24.0
23.0,"[7, 25, 69]",0.0,24.0
23.0,"[4, 58, 54]",0.0,24.0
23.0,"[4, 58, 69]",0.0,24.0
23.0,"[29, 58, 26]",0.0,24.0
23.0,"[7, 17, 0]",0.0,24.0
23.0,"[18, 7, 20]",0.0,24.0
23.0,"[20, 4, 69]",0.0,24.0
23.0,"[70, 51, 4]",0.0,24.0
23.0,"[26, 4, 69]",0.0,24.0
23.0,"[9, 27, 20]",0.0,24.0
23.0,"[67, 6, 54]",0.0,24.0
23.0,"[67, 54, 17]",0.0,24.0
23.0,"[67, 6]",0.0,24.0
23.0,"[27, 55, 29]",0.0,24.0
23.0,"[67, 69, 6]",0.0,24.0
23.0,"[58, 56, 29]",0.0,24.0
23.0,"[67, 69, 48]",0.0,24.0
23.0,"[63, 54, 70]",0.0,24.0
23.0,"[8, 25, 42]",0.0,24.0
23.0,"[42, 70, 63]",0.0,24.0
23.0,"[17, 7, 26]",0.0,24.0
23.0,"[67, 69, 10]",0.0,24.0
23.0,"[26, 25, 69]",0.0,24.0
23.0,"[67, 6, 70]",0.0,24.0
23.0,"[37, 26, 54]",0.0,24.0
23.0,"[42, 55, 20]",0.0,24.0
23.0,"[4, 25, 69]",0.0,24.0
23.0,"[67, 6, 17]",0.0,24.0
23.0,"[3, 69, 42]",0.0,24.0
23.0,"[26, 25, 17]",0.0,24.0
23.0,"[48, 51]",0.0,24.0
23.0,"[18, 25, 32]",0.0,24.0
23.0,"[3, 69, 55]",0.0,24.0
23.0,"[26, 20]",0.0,24.0
23.0,"[31, 58, 54]",0.0,24.0
23.0,"[67, 70, 17]",0.0,24.0
23.0,"[67, 70, 29]",0.0,24.0
23.0,"[8, 42, 0]",0.0,24.0
23.0,"[14, 32, 51]",0.0,24.0
23.0,"[0, 13, 69]",0.0,24.0
23.0,"[43, 10, 55]",0.0,24.0
23.0,"[17, 18, 17]",0.0,24.0
23.0,"[12, 70, 63]",0.0,24.0
23.0,"[27, 58, 26]",0.0,24.0
23.0,"[58, 37, 69]",0.0,24.0
23.0,"[58, 48, 27]",0.0,24.0
23.0,"[17, 18, 70]",0.0,24.0
23.0,"[17, 20, 26]",0.0,24.0
23.0,"[17, 20, 27]",0.0,24.0
23.0,"[12, 31, 58]",0.0,24.0
23.0,"[63, 54]",0.0,24.0
23.0,"[17, 20, 55]",0.0,24.0
23.0,"[14, 7, 48]",0.0,24.0
23.0,"[0, 58, 56]",0.0,24.0
23.0,"[49, 29, 17]",0.0,24.0
23.0,"[8, 20, 27]",0.0,24.0
23.0,"[6, 35, 26]",0.0,24.0
23.0,"[49, 0, 17]",0.0,24.0
23.0,"[3, 58, 27]",0.0,24.0
23.0,"[42, 48, 51]",0.0,24.0
23.0,"[67, 70, 48]",0.0,24.0
23.0,"[32, 31, 20]",0.0,24.0
23.0,"[31, 48, 48]",0.0,24.0
23.0,"[17, 17, 3]",0.0,24.0
23.0,"[42, 69, 63]",0.0,24.0
23.0,"[25, 18, 55]",0.0,24.0
23.0,"[27, 42, 29]",0.0,24.0
23.0,"[32, 20, 50]",0.0,24.0
23.0,"[67, 29, 6]",0.0,24.0
23.0,"[6, 26, 0]",0.0,24.0
23.0,"[48, 29, 20]",0.0,24.0
23.0,"[67, 29, 29]",0.0,24.0
23.0,"[6, 26, 69]",0.0,24.0
23.0,"[67, 29, 0]",0.0,24.0
23.0,"[31, 58, 17]",0.0,24.0
23.0,"[42, 63]",0.0,24.0
23.0,"[67, 27, 6]",0.0,24.0
23.0,"[27, 35, 51]",0.0,24.0
23.0,"[67, 27, 29]",0.0,24.0
23.0,"[0, 42, 54]",0.0,24.0
23.0,"[42, 63, 70]",0.0,24.0
23.0,"[67, 25]",0.0,24.0
23.0,"[67, 25, 70]",0.0,24.0
23.0,"[67, 25, 48]",0.0,24.0
23.0,"[67, 25, 17]",0.0,24.0
23.0,"[31, 17, 25]",0.0,24.0
23.0,"[67, 20]",0.0,24.0
23.0,"[32, 13, 54]",0.0,24.0
23.0,"[67, 32, 20]",0.0,24.0
23.0,"[67, 32, 27]",0.0,24.0
23.0,"[12, 48, 51]",0.0,24.0
23.0,"[12, 42, 63]",0.0,24.0
23.0,"[67, 17, 48]",0.0,24.0
23.0,"[67, 51, 48]",0.0,24.0
23.0,"[67, 51, 32]",0.0,24.0
23.0,"[67, 51, 27]",0.0,24.0
23.0,"[3, 70, 35]",0.0,24.0
23.0,"[3, 70, 4]",0.0,24.0
23.0,"[8, 3, 42]",0.0,24.0
23.0,"[3, 70, 58]",0.0,24.0
23.0,"[67, 48, 17]",0.0,24.0
23.0,"[67, 17, 54]",0.0,24.0
23.0,"[67, 42, 51]",0.0,24.0
23.0,"[67, 32, 48]",0.0,24.0
23.0,"[67, 42, 48]",0.0,24.0
23.0,"[67, 42, 32]",0.0,24.0
23.0,"[67, 42, 27]",0.0,24.0
23.0,"[32, 13, 0]",0.0,24.0
23.0,"[6, 12, 69]",0.0,24.0
23.0,"[14, 37, 50]",0.0,24.0
23.0,"[31, 0, 35]",0.0,24.0
23.0,"[27, 42, 54]",0.0,24.0
23.0,"[25, 8, 55]",0.0,24.0
23.0,"[6, 17, 56]",0.0,24.0
23.0,"[43, 12, 48]",0.0,24.0
23.0,"[51, 6, 51]",0.0,24.0
23.0,"[43, 17, 3]",0.0,24.0
23.0,"[27, 3, 32]",0.0,24.0
23.0,"[68, 18, 4]",0.0,24.0
23.0,"[14, 69, 14]",0.0,24.0
23.0,"[3, 42, 70]",0.0,24.0
23.0,"[17, 13, 69]",0.0,24.0
23.0,"[14, 3, 49]",0.0,24.0
23.0,"[12, 29, 18]",0.0,24.0
23.0,"[27, 3, 42]",0.0,24.0
23.0,"[43, 14, 55]",0.0,24.0
23.0,"[14, 3, 55]",0.0,24.0
23.0,"[17, 6, 13]",0.0,24.0
23.0,"[63, 17]",0.0,24.0
23.0,"[68, 17, 69]",0.0,24.0
23.0,"[58, 27, 0]",0.0,24.0
23.0,"[27, 6, 13]",0.0,24.0
23.0,"[6, 35, 56]",0.0,24.0
23.0,"[58, 29, 55]",0.0,24.0
23.0,"[42, 31, 58]",0.0,24.0
23.0,"[0, 6, 51]",0.0,24.0
23.0,"[14, 3, 20]",0.0,24.0
23.0,"[18, 3, 42]",0.0,24.0
23.0,"[12, 55, 20]",0.0,24.0
23.0,"[14, 3, 27]",0.0,24.0
22.0,"[6, 12, 42]",0.0,23.0
22.0,"[58, 26, 17]",0.0,23.0
22.0,"[32, 42, 34]",0.0,23.0
22.0,"[67, 42, 20]",0.0,23.0
22.0,"[32, 25, 8]",0.0,23.0
22.0,"[67, 42, 25]",0.0,23.0
22.0,"[31, 70, 37]",0.0,23.0
22.0,"[53, 42, 14]",0.0,23.0
22.0,"[7, 48, 49]",0.0,23.0
22.0,"[3, 35, 55]",0.0,23.0
22.0,"[67, 42, 42]",0.0,23.0
22.0,"[67, 42, 10]",0.0,23.0
22.0,"[67, 13, 48]",0.0,23.0
22.0,"[68, 34, 49]",0.0,23.0
22.0,"[56, 54, 27]",0.0,23.0
22.0,"[34, 17, 26]",0.0,23.0
22.0,"[68, 27, 4]",0.0,23.0
22.0,"[29, 32, 0]",0.0,23.0
22.0,"[32, 42, 35]",0.0,23.0
22.0,"[53, 3, 26]",0.0,23.0
22.0,"[16, 34, 55]",0.0,23.0
22.0,"[68, 27, 54]",0.0,23.0
22.0,"[67, 17, 6]",0.0,23.0
22.0,"[25, 35, 0]",0.0,23.0
22.0,"[12, 48, 3]",0.0,23.0
22.0,"[67, 32, 6]",0.0,23.0
22.0,"[7, 69, 25]",0.0,23.0
22.0,"[67, 32, 8]",0.0,23.0
22.0,"[31, 49, 70]",0.0,23.0
22.0,"[6, 6, 58]",0.0,23.0
22.0,"[7, 58, 69]",0.0,23.0
22.0,"[43, 18, 32]",0.0,23.0
22.0,"[17, 3, 32]",0.0,23.0
22.0,"[6, 17, 20]",0.0,23.0
22.0,"[6, 37, 26]",0.0,23.0
22.0,"[0, 1, 29]",0.0,23.0
22.0,"[16, 35, 37]",0.0,23.0
22.0,"[4, 58, 33]",0.0,23.0
22.0,"[17, 35, 51]",0.0,23.0
22.0,"[17, 29, 63]",0.0,23.0
22.0,"[42, 59, 54]",0.0,23.0
22.0,"[42, 58, 51]",0.0,23.0
22.0,"[6, 58, 26]",0.0,23.0
22.0,"[17, 12, 48]",0.0,23.0
22.0,"[3, 35, 20]",0.0,23.0
22.0,"[31, 70, 6]",0.0,23.0
22.0,"[33, 6, 37]",0.0,23.0
22.0,"[12, 6, 18]",0.0,23.0
22.0,"[33, 6, 34]",0.0,23.0
22.0,"[13, 13, 3]",0.0,23.0
22.0,"[42, 29, 63]",0.0,23.0
22.0,"[13, 26, 20]",0.0,23.0
22.0,"[17, 49, 27]",0.0,23.0
22.0,"[67, 51, 20]",0.0,23.0
22.0,"[54, 13, 69]",0.0,23.0
22.0,"[33, 55, 27]",0.0,23.0
22.0,"[6, 56, 42]",0.0,23.0
22.0,"[16, 49, 55]",0.0,23.0
22.0,"[33, 55, 20]",0.0,23.0
22.0,"[54, 20, 55]",0.0,23.0
22.0,"[59, 54]",0.0,23.0
22.0,"[67, 51, 6]",0.0,23.0
22.0,"[18, 20, 20]",0.0,23.0
22.0,"[12, 59, 54]",0.0,23.0
22.0,"[67, 51, 25]",0.0,23.0
22.0,"[53, 7, 26]",0.0,23.0
22.0,"[68, 35, 29]",0.0,23.0
22.0,"[18, 10, 32]",0.0,23.0
22.0,"[42, 3, 32]",0.0,23.0
22.0,"[53, 55, 20]",0.0,23.0
22.0,"[68, 27, 35]",0.0,23.0
22.0,"[7, 4, 29]",0.0,23.0
22.0,"[67, 32, 25]",0.0,23.0
22.0,"[67, 42, 6]",0.0,23.0
22.0,"[29, 42, 17]",0.0,23.0
22.0,"[13, 25, 51]",0.0,23.0
22.0,"[32, 51, 27]",0.0,23.0
22.0,"[29, 42, 29]",0.0,23.0
22.0,"[3, 70, 56]",0.0,23.0
22.0,"[67, 51, 10]",0.0,23.0
22.0,"[32, 29, 63]",0.0,23.0
22.0,"[59, 70, 54]",0.0,23.0
22.0,"[16, 4, 69]",0.0,23.0
22.0,"[68, 27, 34]",0.0,23.0
22.0,"[33, 8, 49]",0.0,23.0
22.0,"[53, 6, 51]",0.0,23.0
22.0,"[25, 6, 37]",0.0,23.0
22.0,"[29, 50, 17]",0.0,23.0
22.0,"[6, 58, 56]",0.0,23.0
22.0,"[53, 7, 0]",0.0,23.0
22.0,"[32, 25, 35]",0.0,23.0
22.0,"[67, 32, 10]",0.0,23.0
22.0,"[34, 18, 7]",0.0,23.0
22.0,"[70, 14, 58]",0.0,23.0
22.0,"[32, 42, 58]",0.0,23.0
22.0,"[29, 18, 17]",0.0,23.0
22.0,"[70, 17, 63]",0.0,23.0
22.0,"[67, 27, 10]",0.0,23.0
22.0,"[29, 18, 70]",0.0,23.0
22.0,"[29, 20, 27]",0.0,23.0
22.0,"[29, 20, 50]",0.0,23.0
22.0,"[3, 37, 69]",0.0,23.0
22.0,"[58, 17, 33]",0.0,23.0
22.0,"[68, 29, 69]",0.0,23.0
22.0,"[70, 14, 55]",0.0,23.0
22.0,"[31, 20, 70]",0.0,23.0
22.0,"[43, 42, 4]",0.0,23.0
22.0,"[32, 13, 28]",0.0,23.0
22.0,"[51, 68, 4]",0.0,23.0
22.0,"[67, 27, 48]",0.0,23.0
22.0,"[51, 69, 31]",0.0,23.0
22.0,"[51, 69, 63]",0.0,23.0
22.0,"[6, 33, 42]",0.0,23.0
22.0,"[70, 13, 50]",0.0,23.0
22.0,"[0, 18, 0]",0.0,23.0
22.0,"[20, 25, 8]",0.0,23.0
22.0,"[70, 20, 51]",0.0,23.0
22.0,"[20, 28, 26]",0.0,23.0
22.0,"[29, 3, 69]",0.0,23.0
22.0,"[67, 18, 54]",0.0,23.0
22.0,"[67, 18, 6]",0.0,23.0
22.0,"[67, 18, 70]",0.0,23.0
22.0,"[67, 18, 8]",0.0,23.0
22.0,"[70, 29, 63]",0.0,23.0
22.0,"[70, 29, 59]",0.0,23.0
22.0,"[16, 3, 49]",0.0,23.0
22.0,"[67, 18]",0.0,23.0
22.0,"[17, 54, 26]",0.0,23.0
22.0,"[31, 17, 35]",0.0,23.0
22.0,"[16, 3, 69]",0.0,23.0
22.0,"[18, 33, 42]",0.0,23.0
22.0,"[42, 63, 54]",0.0,23.0
22.0,"[6, 33, 26]",0.0,23.0
22.0,"[67, 20, 70]",0.0,23.0
22.0,"[29, 17, 37]",0.0,23.0
22.0,"[51, 63, 54]",0.0,23.0
22.0,"[12, 55, 48]",0.0,23.0
22.0,"[3, 4, 34]",0.0,23.0
22.0,"[14, 0, 51]",0.0,23.0
22.0,"[12, 51, 63]",0.0,23.0
22.0,"[29, 17, 42]",0.0,23.0
22.0,"[31, 48, 0]",0.0,23.0
22.0,"[43, 4, 55]",0.0,23.0
22.0,"[0, 32, 18]",0.0,23.0
22.0,"[10, 3]",0.0,23.0
22.0,"[67, 18, 17]",0.0,23.0
22.0,"[27, 13, 69]",0.0,23.0
22.0,"[67, 18, 27]",0.0,23.0
22.0,"[3, 4, 55]",0.0,23.0
22.0,"[34, 3, 27]",0.0,23.0
22.0,"[29, 27, 56]",0.0,23.0
22.0,"[32, 17, 63]",0.0,23.0
22.0,"[43, 4, 17]",0.0,23.0
22.0,"[29, 29, 13]",0.0,23.0
22.0,"[0, 0, 3]",0.0,23.0
22.0,"[0, 0, 42]",0.0,23.0
22.0,"[29, 29, 51]",0.0,23.0
22.0,"[70, 13, 13]",0.0,23.0
22.0,"[68, 32, 34]",0.0,23.0
22.0,"[67, 18, 0]",0.0,23.0
